,entity,description,category,node_occurence_flag
4702,Guaranteed,QoS class where container and pod have same QoS class,process,Multi
4705,BestEffort,Quality of Service (QoS) class that gets killed first when memory is low,process,Multi
4706,requests,Resource requests for containers,software,Multi
4707,limits,Resource limits for containers,software,Multi
4708,pods,Deployable units of an application,container,Multi
4709,namespace,A logical grouping of resources in a cluster,network,Multi
4710,LimitRange,A resource that sets default and minimum/maximum limits for containers,software,Multi
4711,API server,The primary interface to a Kubernetes cluster,application,Multi
4713,Pod A,A specific pod with requests and limits set,container,Multi
4714,manifest,A file that defines the configuration of a resource,software,Multi
4715,requests,"Resource requests for containers (again, as it appears in multiple contexts)",software,Multi
4716,limits,"Resource limits for containers (again, as it appears in multiple contexts)",software,Multi
4717,Pod B,A specific pod with no requests or limits set,container,Multi
4719,LimitRange,A Kubernetes resource used to manage pods' computational resources.,software,Multi
4721,API server,The central component of a Kubernetes cluster that manages API requests.,software,Multi
4722,pod manifest,A YAML or JSON file that defines a pod's configuration.,software,Multi
4724,ResourceQuota objects,Kubernetes resources that specify quotas for resources across all pods in a namespace.,software,Multi
4725,apiVersion,A field in a Kubernetes resource definition that specifies the API version.,hardware/software,Multi
4726,kind,A field in a Kubernetes resource definition that specifies the type of resource.,hardware/software,Multi
4727,metadata,A field in a Kubernetes resource definition that specifies metadata about the resource.,hardware/software,Multi
4728,name,A field in a Kubernetes resource definition that specifies the name of the resource.,hardware/software,Multi
4729,spec,A field in a Kubernetes resource definition that specifies the specification of the resource.,hardware/software,Multi
4730,limits,A field in a LimitRange resource definition that specifies limits for pods and containers.,software,Multi
4731,type,"A field in a LimitRange resource definition that specifies the type of limit (e.g. Pod, Container).",hardware/software,Multi
4732,min,A field in a LimitRange resource definition that specifies the minimum value for a resource.,hardware/software,Multi
4733,max,A field in a LimitRange resource definition that specifies the maximum value for a resource.,hardware/software,Multi
4734,cpu,A field in a LimitRange resource definition that specifies the CPU limit or request.,hardware/software,Multi
4735,memory,A field in a LimitRange resource definition that specifies the memory limit or request.,hardware/software,Multi
4736,defaultRequest,A field in a LimitRange resource definition that specifies the default request for a resource.,software,Multi
4737,default,A field in a LimitRange resource definition that specifies the default limit for a resource.,hardware/software,Multi
4738,maxLimitRequestRatio,A field in a LimitRange resource definition that specifies the maximum ratio between the limit and request for a resource.,hardware/software,Multi
4739,PersistentVolumeClaim,An object that allows you to claim a certain amount of persistent storage,database,Multi
4740,min,Minimum limit for a resource (e.g. storage),process,Multi
4741,max,Maximum limit for a resource (e.g. storage),process,Multi
4742,storage,Amount of storage requested or limited,database,Multi
4743,defaultRequest,Default resource request for a container,process,Multi
4744,default,Default limit for a resource (e.g. storage),process,Multi
4745,maxLimitRequestRatio,Maximum ratio of limits vs. requests for a resource (e.g. CPU),process,Multi
4746,PersistentVolumeClaims,An object that allows you to claim a certain amount of persistent storage,database,Multi
4747,LimitRange,"An object that sets limits for resources (e.g. CPU, memory)",process,Multi
4748,pod,A containerized application,application,Multi
4749,PVC,Persistent Volume Claim,database,Multi
4750,CPU,Central Processing Unit resource,hardware,Multi
4751,memory,Memory resource,hardware,Multi
4752,container,A process running within a pod,process,Multi
4753,CPU,Computational resource requested by the pod's container,hardware,Multi
4754,LimitRange,Object used to set default resource requests and limits for pods,software,Multi
4755,kubectl,Command-line tool used to create and manage Kubernetes resources,application,Multi
4756,pods,Lightweight and portable container running in a cluster,container,Multi
4757,containers,Running instance of an application or service,container,Multi
4760,requests,Resource requests specified by a pod or container,process,Multi
4761,limits,Resource limits specified for a pod or container,process,Multi
4762,namespace,Logical grouping of resources in a cluster,software,Multi
4763,admin,User with administrative privileges in a Kubernetes cluster,user,Multi
4764,namespace,a logical grouping of resources within a Kubernetes cluster,software,Multi
4765,LimitRange,an object that defines limits for resources such as CPU and memory in a namespace,software,Multi
4766,pod,a single instance of a container running within a Kubernetes cluster,container,Multi
4767,ResourceQuota,"an object that defines limits for resources such as CPU and memory in a namespace, and can also limit the number of pods and other API objects",software,Multi
4768,Admission Control plugin,a plugin that runs inside the Kubernetes API server to verify whether a pod may be created or not,software,Multi
4771,PersistentVolumeClaim,a request for storage resources within a Kubernetes cluster,database,Multi
4772,CPU,a measure of computational resources in a namespace,hardware,Multi
4773,memory,a measure of storage resources in a namespace,hardware,Multi
4774,apiVersion,the version of the Kubernetes API being used,software,Multi
4775,kind,"the type of object being created, such as a ResourceQuota",software,Multi
4776,metadata,"information about the object being created, such as its name and namespace",software,Multi
4777,spec,"the specification of the object being created, including its hard limits for CPU and memory",software,Multi
4779,requests.cpu,the maximum amount of CPU requested by pods in a namespace,hardware,Multi
4780,requests.memory,the maximum amount of memory requested by pods in a namespace,hardware,Multi
4781,limits.cpu,the maximum amount of CPU allowed for pods in a namespace,hardware,Multi
4782,limits.memory,the maximum amount of memory allowed for pods in a namespace,hardware,Multi
4783,requests,resource requests for CPU and memory,process,Multi
4784,limits,maximum total limits for CPU and memory,process,Multi
4785,ResourceQuota,object that sets maximum amount of CPU and memory resources,database,Multi
4786,requests.cpu,maximum amount of CPU pods can request,process,Multi
4787,limits.cpu,maximum total CPU limits in the namespace,process,Multi
4788,requests.memory,maximum total requests for memory resources,process,Multi
4789,limits.memory,maximum total limits for memory resources,process,Multi
4790,ResourceQuota object,applies to all pods' resource requests and limits in total,database,Multi
4793,default,namespace where ResourceQuota object is created,network,Multi
4798,ResourceQuota,An object that limits the total resources available in a namespace,software,Multi
4799,LimitRange,An object that configures default resource requests and limits for pods,software,Multi
4800,ResourceQuota,A quota for a specific resource (CPU or memory) configured in the namespace,software,Multi
4801,PersistentVolumeClaims,Objects that can request dynamically provisioned PersistentVolumes of a specific StorageClass,software,Multi
4802,StorageClass,A class of storage that can be used to limit the amount of claimable storage,software,Multi
4803,Pods,"Objects that can be created in a namespace, limited by ResourceQuota",software,Multi
4804,Replication-Controllers,"Objects that can be created in a namespace, limited by ResourceQuota",software,Multi
4805,Services,"Objects that can be created in a namespace, limited by ResourceQuota",software,Multi
4806,kubia-manual.yaml,A YAML file used to create a pod with specific resource requests and limits,software,Multi
4807,kubectl,A command-line tool used to interact with the Kubernetes API server,software,Multi
4808,CPU,A resource that can be limited by ResourceQuota,hardware,Multi
4809,Memory,A resource that can be limited by ResourceQuota,hardware,Multi
4811,ResourceQuota,An object that limits the number of resources in a namespace,software,Multi
4812,pods,A group of one or more containers executed together in a shared process space,container,Multi
4813,ReplicationControllers,A controller that ensures a specified number of replicas (identical Pods) are running at any given time,software,Multi
4814,secrets,"An object that stores sensitive information, such as passwords or OAuth tokens",database,Multi
4815,configmaps,A resource that stores configuration data in key-value pairs,database,Multi
4816,persistentvolumeclaims,"A request for storage resources, which can be fulfilled by a PersistentVolume",storage,Multi
4817,services,"An abstraction that defines a set of access points to a service, such as HTTP or TCP services",networking,Multi
4820,StorageClass,"A resource that defines a storage class, which can be used to request PersistentVolumes",storage,Multi
4821,ResourceQuota objects,An object that limits the number of ResourceQuota objects in a namespace,software,Multi
4822,ResourceQuota,A Kubernetes resource that limits the total resources available in a namespace.,software,Multi
4828,activeDeadlineSeconds,A field in the pod spec that defines the number of seconds a pod is allowed to be active on the node before it's marked as Failed and then terminated.,software,Multi
4829,ResourceQuota object,An API object used to create a ResourceQuota in Kubernetes.,software,Multi
4830,pods,A unit of execution in Kubernetes that can be created and managed.,software,Multi
4833,QoS class,"A classification of pod resources, including BestEffort, NotBestEffort, Burstable, and Guaranteed.",software,Multi
4834,Kubernetes,Container orchestration system,software,Multi
4835,Docker,Containerization platform,software,Multi
4836,cAdvisor,Agent for collecting resource consumption data,software,Multi
4837,Heapster,Component for gathering statistics centrally,software,Multi
4838,Kubelet,Agent that runs on each node and communicates with the API server,software,Multi
4839,Pod,Lightweight and portable executable container,container,Multi
4840,Node,Physical or virtual machine running Kubernetes,hardware,Multi
4841,OOM Killer,Process that kills processes consuming excessive resources,process,Multi
4842,Service,Abstraction for accessing a group of pods,application,Multi
4843,Heapster,A component that collects metrics data from cAdvisors without having to talk to processes running inside pods' containers.,software,Multi
4844,cAdvisor,A component that collects container and node usage data.,software,Multi
4845,Heapster,A component that connects to all cAdvisors to collect metrics data.,software,Multi
4847,Heapster,A component that needs to be enabled manually in Kubernetes clusters other than Google Kubernetes Engine or Minikube.,software,Multi
4850,Heapster,A component that needs to be enabled manually in Kubernetes clusters other than Google Kubernetes Engine or Minikube.,software,Multi
4852,Heapster,A component that collects metrics data from cAdvisors without having to talk to processes running inside pods' containers.,software,Multi
4853,kubectl,command to manage Kubernetes resources,software,Multi
4855,Heapster,component that aggregates metrics data over a few minutes,software,Multi
4856,cAdvisor,component that holds resource usage data for a short window of time,software,Multi
4857,InfluxDB,open source time-series database for storing application metrics and monitoring data,database,Multi
4858,Grafana,analytics and visualization suite for visualizing InfluxDB data,application,Multi
4859,Minikube,local Kubernetes cluster running environment,software,Multi
4861,pod,Kubernetes resource representing a containerized application,container,Multi
4862,container,lightweight and standalone execution environment for applications,container,Multi
4863,CPU,computational resource measured in units of processing power,hardware,Multi
4864,memory,computational resource measured in units of storage capacity,hardware,Multi
4865,metrics,data about system performance and behavior over time,software,Multi
4867,InfluxDB,A database for storing and analyzing time-series data,database,Multi
4868,Grafana,An open-source platform for visualizing and monitoring metrics,application,Multi
4869,Heapster,A Kubernetes add-on for monitoring cluster resource usage,application,Multi
4870,Minikube,A tool for running a single-node Kubernetes cluster locally,software,Multi
4871,kubectl,The command-line interface for interacting with a Kubernetes cluster,command,Multi
4873,monitoring-grafana,The service name for accessing Grafana in the Kubernetes cluster,service,Multi
4874,CPU usage,A metric for measuring the utilization of CPU resources by pods,metric,Multi
4875,Minikube,A tool for running Kubernetes locally,software,Multi
4876,Grafana,An open-source analytics platform,software,Multi
4877,NodePort Service,A type of service in Kubernetes that exposes a port on the host machine,software,Multi
4878,kube-system,The namespace for system-level resources in Kubernetes,software,Multi
4879,monitoring-grafana,A service in the kube-system namespace that exposes Grafana's web console,software,Multi
4880,pods,The smallest deployable unit of computing resources in Kubernetes,software,Multi
4881,CPU,A type of computational resource that measures processing power,hardware,Multi
4882,memory,A type of computational resource that measures storage capacity,hardware,Multi
4884,filesystem,A type of computational resource that measures storage capacity and access speed,hardware,Multi
4885,requests,The amount of a resource that a pod requests from the Kubernetes system,software,Multi
4886,limits,The maximum amount of a resource that a pod is allowed to use by the Kubernetes system,software,Multi
4887,manifest,A file that defines the configuration for a pod or other Kubernetes resource,software,Multi
4888,container,The smallest unit of deployment in Docker and Kubernetes,software,Multi
4889,Pod,A container that can run multiple containers,container,Multi
4890,Kubernetes,An open-source container orchestration system,software,Multi
4891,Resource requests,The amount of resources a pod needs to run,process,Multi
4893,CPU time,The amount of processing power used by a container,resource,Multi
4898,Pods,A group of containers that can run together,container,Multi
4899,LimitRange,an object that defines resource requests and limits for individual pods,software,Multi
4900,ResourceQuota,an object that limits the amount of resources available to all pods in a namespace,software,Multi
4901,Kubernetes,a container orchestration system,software,Multi
4902,pods,the basic execution unit in Kubernetes,application,Multi
4903,namespace,a logical grouping of resources in Kubernetes,software,Multi
4904,resource requests,the amount of resources a pod requires to run,process,Multi
4905,resource limits,the maximum amount of resources a pod can use,process,Multi
4906,ReplicationController,A resource in Kubernetes that manages the replication of a pod.,software,Multi
4907,ReplicaSet,"A resource in Kubernetes that manages the replication of a pod, similar to ReplicationController but with additional features.",software,Multi
4908,Deployment,A resource in Kubernetes that manages the deployment and scaling of an application.,software,Multi
4909,pods,"The basic execution unit in Kubernetes, a pod is a logical host for one or more containers.",container,Multi
4911,CPU utilization,"A metric used to determine the load on a system, used for automatic horizontal scaling.",hardware,Multi
4913,cluster nodes,The physical or virtual machines that make up a Kubernetes cluster.,hardware,Multi
4914,Kubernetes,Container orchestration system,software,Multi
4915,pods,Lightweight and portable container runtime,container,Multi
4916,CPU usage,Metric used for autoscaling,metric,Multi
4918,HorizontalPodAutoscaler (HPA),Resource used to enable autoscaling,resource,Multi
4919,controller,Component that periodically checks pod metrics,component,Multi
4920,metrics,Data collected by cAdvisor and aggregated by Heapster,data,Multi
4921,cAdvisor,Agent that collects pod and node metrics,agent,Multi
4922,Heapster,Cluster-wide component that aggregates metrics,component,Multi
4924,Minikube,Lightweight Kubernetes distribution,software,Multi
4925,ReplicaSet,Resource that manages replicas of a pod,resource,Multi
4926,Deployment,Resource that manages rollout and rollbacks of pods,resource,Multi
4927,StatefulSet,Resource that manages stateful applications,resource,Multi
4928,Replication-Controller,Legacy resource that manages replicas of a pod,resource,Multi
4929,Horizontal pod autoscaling,A feature that automatically scales the number of replicas based on resource utilization.,application,Multi
4930,Heapster,An add-on that provides metrics for horizontal pod autoscaling.,software,Multi
4931,Deployment,A resource that manages the rollout of new versions of an application.,application,Multi
4932,ReplicaSet,A resource that ensures a specified number of replicas are running at any given time.,application,Multi
4933,ReplicationController,A legacy resource that ensures a specified number of replicas are running at any given time.,application,Multi
4934,StatefulSet,"A resource that manages the rollout of new versions of an application, with guarantees for stateful applications.",application,Multi
4936,HorizontalPodAutoscaler,A resource that automatically scales the number of replicas based on resource utilization.,application,Multi
4937,Controller Manager,A component that manages the Horizontal Pod Autoscaler and other controllers.,software,Multi
4938,API server,A component that exposes the Kubernetes API to clients.,software,Multi
4943,ReplicaSet controller,A controller that manages ReplicaSets,controller,Multi
4944,pods,A group of one or more containers running on a node,container,Multi
4947,Deployments,A type of scalable resource,application,Multi
4948,ReplicaSets,A type of scalable resource,application,Multi
4949,ReplicationControllers,A type of scalable resource,application,Multi
4950,StatefulSets,A type of scalable resource,application,Multi
4951,Pod 1,A pod with a specific CPU utilization and QPS,container,Multi
4952,CPU utilization,A metric used to calculate the number of replicas,metric,Multi
4953,QPS,A metric used to calculate the number of replicas,metric,Multi
4956,Replicas,The number of replicas in a scalable resource,field,Multi
4957,Horizontal Pod Autoscaler,A component that adjusts the number of replicas based on metrics,application,Multi
4958,Deployment,A type of scalable resource,application,Multi
4959,ReplicaSet,A type of scalable resource,application,Multi
4960,StatefulSet,A type of scalable resource,application,Multi
4961,ReplicationController,A type of scalable resource,application,Multi
4962,Horizontal pod autoscaling,A process that adjusts replicas based on CPU utilization,application,Multi
4963,cAdvisor,Collects metrics from all containers on a node,process,Multi
4964,Heapster,Collects metrics from all nodes,process,Multi
4965,Autoscaler,Adjusts replicas based on CPU utilization,application,Multi
4966,ReplicaSet,Manages the number of replicas for a deployment,process,Multi
4967,Deployment,Manages the rollout and rollbacks of deployments,application,Multi
4968,Kubelet,"A process that runs on each node, responsible for managing pods",process,Multi
4969,Pod,The basic execution unit in a Kubernetes cluster,container,Multi
4970,Node,"A machine in a Kubernetes cluster, can be physical or virtual",hardware,Multi
4971,CPU,A measure of a computer's processing power.,hardware,Multi
4972,pod,A container running an application.,container,Multi
4973,node,A machine in a Kubernetes cluster.,hardware,Multi
4974,Autoscaler,A component that automatically scales resources based on usage.,software,Multi
4975,HorizontalPodAutoscaler,A Kubernetes resource that automates scaling of pods based on CPU utilization.,application,Multi
4976,Deployment,A Kubernetes resource that manages a set of replicas (identical copies) of an application.,application,Multi
4977,LimitRange,A Kubernetes resource that sets limits on resources for pods.,software,Multi
4978,CPU requests,The amount of CPU guaranteed to a container or pod.,resource,Multi
4979,replicas,A number of identical copies of an application running in pods.,application,Multi
4980,apiVersion,The version of the Kubernetes API being used.,software,Multi
4981,kind,The type of Kubernetes resource being created.,software,Multi
4982,metadata,"Information about a Kubernetes resource, such as its name and labels.",software,Multi
4983,spec,"The specification of a Kubernetes resource, including its desired state.",software,Multi
4985,template,"A template for creating pods, including their metadata and spec.",software,Multi
4988,containers,"A list of containers running in a pod, including their images and names.",container,Multi
4991,Horizontal pod autoscaling,A feature that automatically scales the number of replicas based on CPU utilization.,application,Multi
4992,Deployment,A Kubernetes object that manages a set of replica sets.,application,Multi
4993,ReplicaSet,A Kubernetes object that represents a set of identical pods.,application,Multi
4995,HorizontalPodAutoscaler (HPA),A Kubernetes resource that automatically scales the number of replicas based on CPU utilization.,resource,Multi
4996,cpu,A unit of measurement for CPU usage.,hardware,Multi
4997,millicores,"A unit of measurement for CPU usage, equal to one-thousandth of a core.",hardware,Multi
4998,minReplicas,The minimum number of replicas that the HPA will scale down to.,resource,Multi
4999,maxReplicas,The maximum number of replicas that the HPA will scale up to.,resource,Multi
5000,metrics,A list of metrics used by the HPA to determine scaling decisions.,resource,Multi
5001,targetAverageUtilization,The target CPU utilization percentage that the HPA will aim for.,resource,Multi
5002,scaleTargetRef,A reference to the Deployment object being scaled.,resource,Multi
5003,HPA,Horizontal Pod Autoscaler,application,Multi
5005,cAdvisor,"Container Advisor, a tool to monitor and collect metrics from containers",application,Multi
5006,Heapster,A monitoring system for Kubernetes clusters,application,Multi
5007,kubectl,Command-line tool to interact with Kubernetes clusters,software,Multi
5008,Deployment/kubia,Reference to a Deployment object in Kubernetes,application,Multi
5009,ReplicaSet,A controller that manages the number of replicas of a pod,application,Multi
5010,Pods,Lightweight and portable container runtime environment,container,Multi
5011,Replicas,Number of running instances of a pod,process,Multi
5013,CPU utilization,Percentage of CPU usage by a pod or container,process,Multi
5017,Horizontal pod autoscaling,,software,Multi
5021,metrics,,process,Multi
5023,kubectl expose,,command,Multi
5024,deployment kubia,,software,Multi
5025,Service,,hardware,Multi
5026,kubia,,software,Multi
5029,Deployment/kubia,,software,Multi
5033,kubectl get,,command,Multi
5040,kubectl,command-line tool for interacting with Kubernetes,software,Multi
5044,Deployment,Kubernetes object for managing replicas,software,Multi
5045,HorizontalPodAutoscaler,Kubernetes object for scaling pods based on CPU utilization,software,Multi
5046,autoscaler,component that scales pods based on CPU utilization,software,Multi
5047,pod,lightweight and portable container for running applications,container,Multi
5048,Service,Kubernetes object for exposing applications to the network,software,Multi
5049,CPU utilization,metric used by autoscaler to determine pod scaling,hardware,Multi
5050,container,lightweight and portable environment for running applications,container,Multi
5051,metrics,data used by autoscaler to determine pod scaling,software,Multi
5052,kubectl describe,command-line tool for inspecting Kubernetes events,software,Multi
5053,events,data used by autoscaler to determine pod scaling,software,Multi
5054,Horizontal pod autoscaling,,application,Multi
5055,CPU utilization,average CPU usage of a pod,process,Multi
5056,HPA object, Horizontal Pod Autoscaler resource,resource,Multi
5057,kubectl edit command,command to modify HPA resource,command,Multi
5063,Deployment,resource being scaled by HPA,application,Multi
5064,Kubernetes,Container orchestration system,software,Multi
5066,CPU utilization,Metric used to scale pods,metric,Multi
5068,pods,Units of execution in Kubernetes,software,Multi
5069,cluster nodes,Nodes in a Kubernetes cluster,hardware,Multi
5071,Resource metric,Type of metric used to scale pods based on resource utilization,metric,Multi
5072,cpu,Resource type used in Resource metric,resource,Multi
5073,targetAverageUtilization,Target average CPU utilization for scaling pods,parameter,Multi
5074,maxReplicas,Maximum number of replicas for a pod,parameter,Multi
5075,Horizontal pod autoscaling,A feature that automatically scales the number of replicas based on CPU usage or other metrics.,application,Multi
5077,Resource metric,"A type of metric that is based on a resource, like CPU or memory usage.",application,Multi
5080,HPA object,An object in Kubernetes that defines a horizontal pod autoscaler.,software,Multi
5084,ReplicaSet controller,A Kubernetes controller that manages the number of replicas for a pod.,software,Multi
5087,metrics,A collection of metrics used by the horizontal pod autoscaler,software,Multi
5090,scaleTargetRef,A reference to the resource being scaled,software,Multi
5091,Deployment,"A Kubernetes deployment, used as a target for scaling",software,Multi
5092,Ingress,"A Kubernetes ingress object, used to monitor metrics",software,Multi
5094,kubia,"The name of a Kubernetes deployment, used as a target for scaling",software,Multi
5095,HPA,"Horizontal pod autoscaler, a Kubernetes component",software,Multi
5096,apiVersion,The API version of a Kubernetes object,software,Multi
5097,kind,The type of a Kubernetes object,software,Multi
5098,name,The name of a Kubernetes object,software,Multi
5099,replicas,The number of replicas in a Kubernetes deployment,software,Multi
5100,minReplicas,The minimum number of replicas in a Kubernetes deployment,software,Multi
5101,QPS,"Queries per second, a custom metric for autoscaling",software,Multi
5103,Kubernetes,An open-source container orchestration system.,software,Multi
5104,Pods,The smallest deployable units of computing resources in Kubernetes.,application,Multi
5105,CPU,A measure of a computer's processing power.,hardware,Multi
5106,Memory,A type of computer storage that temporarily holds data being used by the CPU.,hardware,Multi
5107,Resource requests,The amount of resources (CPU and memory) a pod requires to run.,application,Multi
5108,Admission Control plugin,A plugin that enforces admission control policies for Kubernetes pods.,software,Multi
5110,Container image,A pre-built package of software that includes everything needed to run a containerized application.,software,Multi
5114,Horizontal scaling,The process of adding more pods to handle increased load.,application,Multi
5115,Kubernetes,Container orchestration system,software,Multi
5117,Cluster Autoscaler,Automatically provisions additional nodes when needed,application,Multi
5118,Scheduler,Determines which node to schedule a new pod on,process,Multi
5119,Cloud provider,Provides infrastructure for running Kubernetes cluster,hardware,Multi
5121,Pod,Lightweight and portable container,container,Multi
5122,Cluster,Group of nodes running Kubernetes,application,Multi
5123,Node,Physical or virtual machine running a pod,hardware,Multi
5125,Kubelet,a component of Kubernetes that runs on each node and is responsible for managing the node's pods,software,Multi
5126,API server,the central component of Kubernetes that manages all cluster resources,software,Multi
5127,Node resource,a Kubernetes object that represents a machine in the cluster,software,Multi
5128,pods,"the basic execution unit in Kubernetes, which contains one or more containers",software,Multi
5129,Cluster Autoscaler,a component of Kubernetes that automatically scales the number of nodes in a cluster based on resource utilization,software,Multi
5134,ReplicaSets,a Kubernetes object that ensures a specified number of replicas (identical pods) are running at any given time,software,Multi
5135,controllers,"Kubernetes objects that manage the lifecycle of pods, such as ReplicaSets and DaemonSets",software,Multi
5137,autoscaler,the component of Kubernetes that automatically scales the number of nodes in a cluster based on resource utilization,software,Multi
5138,Cluster Autoscaler,a feature in Kubernetes that automatically scales cluster nodes based on resource utilization,software,Multi
5139,Google Kubernetes Engine (GKE),a managed container environment provided by Google Cloud Platform,cloud platform,Multi
5143,kubectl,the command-line interface for interacting with Kubernetes clusters,command,Multi
5147,Horizontal scaling,the process of increasing or decreasing the number of cluster nodes,hardware,Multi
5149,Kubernetes,an open-source container orchestration system,software,Multi
5150,Pods,"the basic execution unit in Kubernetes, a lightweight and portable container",container,Multi
5151,Kubectl,a command-line tool for managing Kubernetes resources,software,Multi
5152,Cluster Autoscaler,a component that automatically scales the number of cluster nodes based on resource utilization,hardware,Multi
5156,Selector,a label selector used to identify which pods a Pod-DisruptionBudget applies to,software,Multi
5157,Label,a key-value pair that is attached to a pod or other Kubernetes resource,container,Multi
5158,Kubernetes,Container orchestration system,software,Multi
5159,pods,Lightweight and portable containers,container,Multi
5160,HorizontalPodAutoscaler,Object for automatic horizontal scaling of pods,software,Multi
5161,Deployment,Controller for managing sets of replicas,software,Multi
5162,ReplicaSet,Controller for managing a specified number of replicas,software,Multi
5163,ReplicationController,Legacy controller for managing a specified number of replicas,software,Multi
5165,kubectl run,Command for running one-off processes in a pod,command,Multi
5167,Kubernetes,Container orchestration system,software,Multi
5168,pods,Units of execution in Kubernetes,container,Multi
5170,taints,Marking nodes with restrictions,process,Multi
5171,tolerations,Pods' ability to ignore taints on nodes,process,Multi
5173,pod affinity,Co-locating pods based on labels and fields selectors,process,Multi
5174,pod anti-affinity,Keeping pods away from each other based on labels and fields selectors,process,Multi
5175,node,A node in a Kubernetes cluster,hardware,Multi
5176,pod,A pod in a Kubernetes cluster,application,Multi
5177,taints,A way to reject deployment of pods to certain nodes,software,Multi
5178,tolerations,A way for pods to opt in to use a tainted node,software,Multi
5179,node selectors,A way to select which nodes a pod can or can't be scheduled to,software,Multi
5180,node affinity,A way to make it possible to select which nodes a pod can or can't be scheduled to,software,Multi
5181,kubectl,A command-line tool for interacting with Kubernetes clusters,software,Multi
5183,kubeadm,A tool for setting up and managing Kubernetes clusters,software,Multi
5186,NoSchedule,An effect that prevents pods from being scheduled to a node,software,Multi
5187,taints,a way to mark nodes with certain conditions,kubernetes,Multi
5188,tolerations,a way for pods to ignore node taints,kubernetes,Multi
5189,kube-proxy,a cluster component that runs as a pod on every node,application,Multi
5191,NoSchedule,a taint effect that prevents pods from being scheduled on a node,kubernetes,Multi
5192,node.alpha.kubernetes.io/notReady,a taint applied to nodes that are not ready,kubernetes,Multi
5194,kubectl,a command-line tool for interacting with Kubernetes clusters,command,Multi
5195,describe,a kubectl command to display detailed information about a pod,command,Multi
5196,po,the name of the kube-proxy pod,process,Multi
5197,kube-system,the namespace where the kube-proxy pod is running,namespace,Multi
5198,Kubernetes,Container orchestration system,software,Multi
5199,Pods,Lightweight and portable container,container,Multi
5201,NoExecute,Effect that evicts running pods from a node,effect,Multi
5202,NoSchedule,Effect that prevents pod scheduling on a node,effect,Multi
5203,PreferNoSchedule,Soft version of NoSchedule effect,effect,Multi
5206,node-type,Key for adding custom taints to a node,key,Multi
5207,production,Value for adding custom taints to production nodes,value,Multi
5209,kubectl run command,Command to deploy pods,command,Multi
5210,busybox image,Image used for deploying pods,image,Multi
5211,deployment,Deployment of multiple replicas of a pod,process,Multi
5212,kubectl get command,Command to retrieve pod information,command,Multi
5214,taints,a way to prevent scheduling of new pods and define unpreferred nodes,kubernetes,Multi
5215,tolerations,allows pods to be scheduled on specific nodes despite taints,kubernetes,Multi
5216,node-type,key for taints and tolerations to specify node type,kubernetes,Multi
5217,production,"type of node, used as value in taints and tolerations",kubernetes,Multi
5218,NoSchedule,effect of taint that prevents scheduling of new pods,kubernetes,Multi
5219,PreferNoSchedule,effect of taint that defines unpreferred nodes,kubernetes,Multi
5220,NoExecute,effect of taint that evicts existing pods from a node,kubernetes,Multi
5221,kubectl,command-line tool for managing Kubernetes clusters,kubernetes,Multi
5222,get,"command to retrieve information about pods, services, and other resources",kubernetes,Multi
5223,po,short form of pod,kubernetes,Multi
5224,wide,option for get command to display additional information about pods,kubernetes,Multi
5225,replicas,specification in Deployment object that determines the number of replicas to run,kubernetes,Multi
5226,template,specification in Deployment object that defines the pod template,kubernetes,Multi
5227,spec,specification in Deployment object that defines the deployment configuration,kubernetes,Multi
5228,Kubernetes,Container orchestration system,software,Multi
5231,node.alpha.kubernetes.io/notReady,Label for a node that is not ready,label,Multi
5234,Controller Manager,Component responsible for managing the control plane,software,Multi
5236,node affinity,Mechanism to attract pods to certain nodes,process,Multi
5237,node selectors,Initial mechanism for node affinity in early versions of Kubernetes,process,Multi
5238,pod specification,Field in the pod specification to specify node labels,field,Multi
5240,Node Affinity,A feature that allows you to specify hard requirements or preferences for a pod's node selection.,Software/Application,Multi
5241,Kubernetes,An open-source container orchestration system.,Software/Application,Multi
5243,Pods,"The basic execution unit in Kubernetes, similar to a container.",Software/Application,Multi
5244,Node Labels,"Metadata that can be attached to nodes, used for node affinity and pod affinity rules.",Software/Application,Multi
5245,kubectl,A command-line tool for interacting with Kubernetes clusters.,Software/Application,Multi
5250,Hostname,The unique identifier of a node.,Software/Application,Multi
5251,nodeSelector,a field in the Pod spec that specifies the labels a node must have for the pod to be scheduled to it,"software,application",Multi
5252,Pod,a Kubernetes object that represents a running application,application,Multi
5253,nodeAffinity,"a field in the Pod spec that specifies the labels a node must have for the pod to be scheduled to it, with more expressive rules than nodeSelector","software,application",Multi
5254,gpu=true label,a label that a node must have for a pod to be scheduled to it,"hardware,label",Multi
5256,nodeSelectorTerms,a field in the nodeAffinity rule that specifies the terms of the node selector,"software,application",Multi
5257,matchExpressions,a field in the nodeSelectorTerms that specifies the expressions to match for the node selector,"software,application",Multi
5261,node affinity,a feature in Kubernetes that allows prioritizing nodes during scheduling,software,Multi
5262,nodeSelectorTerms,a field in node affinity that defines which expressions the node's labels must match for a pod to be scheduled,software,Multi
5263,matchExpressions,a field in nodeSelectorTerms that defines which expressions the node's labels must match,software,Multi
5264,node labels,labels on a node that can be used for scheduling pods,hardware,Multi
5266,preferredDuringSchedulingIgnoredDuringExecution,a field in node affinity that specifies which nodes the Scheduler should prefer during scheduling,software,Multi
5268,pod,an application running on one or more containers,application,Multi
